Year,Quarter,Type of application,Category of leave,Industry,Applications
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,33
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,74
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,15
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,264
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,096"
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,215
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,1
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",538
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,44
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,63
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Education,440
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,700
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",54
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,64
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2011,2011 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,1
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,4
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",3
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,4
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,14
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,5
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",22
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,15
2011,2011 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,8
2011,2011 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2011,2011 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,197
2011,2011 Q2,Visa,Worker (Previously Tier 2),Manufacturing,528
2011,2011 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",13
2011,2011 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",3
2011,2011 Q2,Visa,Worker (Previously Tier 2),Construction,55
2011,2011 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,138
2011,2011 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,69
2011,2011 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,261
2011,2011 Q2,Visa,Worker (Previously Tier 2),Information and Communications,"4,049"
2011,2011 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,569"
2011,2011 Q2,Visa,Worker (Previously Tier 2),Real estate activities,7
2011,2011 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,723"
2011,2011 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,147
2011,2011 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,10
2011,2011 Q2,Visa,Worker (Previously Tier 2),Education,341
2011,2011 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,355
2011,2011 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",200
2011,2011 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,78
2011,2011 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,2
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",11
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,18
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Construction,27
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,18
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,7
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,63
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,276
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Real estate activities,6
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",178
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,337
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,21
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Education,"1,079"
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,229
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","8,568"
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,575
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,8
2011,2011 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,68
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",2
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,42
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,147
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",10
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",2
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,46
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,84
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,13
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,311
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,888
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,380
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,6
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",435
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,47
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,49
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Education,404
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,611
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",63
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,55
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,4
2011,2011 Q2,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",4
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,6
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,13
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,2
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",22
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,12
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2011,2011 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,9
2011,2011 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",6
2011,2011 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,289
2011,2011 Q3,Visa,Worker (Previously Tier 2),Manufacturing,567
2011,2011 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",26
2011,2011 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",9
2011,2011 Q3,Visa,Worker (Previously Tier 2),Construction,79
2011,2011 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,171
2011,2011 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,64
2011,2011 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,86
2011,2011 Q3,Visa,Worker (Previously Tier 2),Information and Communications,"4,677"
2011,2011 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,734"
2011,2011 Q3,Visa,Worker (Previously Tier 2),Real estate activities,11
2011,2011 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,144"
2011,2011 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,110
2011,2011 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,23
2011,2011 Q3,Visa,Worker (Previously Tier 2),Education,480
2011,2011 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,479
2011,2011 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",200
2011,2011 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,85
2011,2011 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2011,2011 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,8
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",11
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,3
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",1
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Construction,11
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,52
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,38
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,246
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Real estate activities,1
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",149
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,373
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,36
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Education,"1,183"
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,474
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","6,957"
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,570
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,10
2011,2011 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,55
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,77
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,216
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",21
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,44
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,140
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,22
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,462
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"1,281"
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,586
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,6
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",769
2011,2011 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,78
